setting,language,domain,role,category,severity,count,turns,total_sims
L2 Tool,Chinese,airline,agent,tool_call_argument_error,benign,0,697,150
L2 Tool,Chinese,airline,agent,irrelevant_tool_call,critical,0,697,150
L2 Tool,Chinese,airline,agent,irrelevant_tool_call,benign,2,697,150
L2 Tool,Chinese,airline,agent,tool_call_schema_error,critical,2,697,150
L2 Tool,Chinese,airline,agent,tool_call_schema_error,benign,0,697,150
L2 Tool,Chinese,airline,agent,revealed_info_early,critical,0,697,150
L2 Tool,Chinese,airline,agent,revealed_info_early,benign,0,697,150
L2 Tool,Chinese,airline,agent,other,critical,0,697,150
L2 Tool,Chinese,airline,agent,other,benign,0,697,150
L2 Tool,Chinese,airline,agent,interruption_error,critical,0,697,150
L2 Tool,Chinese,airline,agent,interruption_error,benign,0,697,150
L2 Tool,Chinese,airline,user,outcome,critical,35,538,150
L2 Tool,Chinese,airline,user,outcome,benign,44,538,150
L2 Tool,Chinese,airline,user,outcome,correct,71,538,150
L2 Tool,Chinese,airline,user,guideline_violation,critical,14,538,150
L2 Tool,Chinese,airline,user,guideline_violation,benign,25,538,150
L2 Tool,Chinese,airline,user,missed_required_action,critical,1,538,150
L2 Tool,Chinese,airline,user,missed_required_action,benign,0,538,150
L2 Tool,Chinese,airline,user,incorrect_interpretation,critical,1,538,150
L2 Tool,Chinese,airline,user,incorrect_interpretation,benign,6,538,150
L2 Tool,Chinese,airline,user,premature_termination,critical,7,538,150
L2 Tool,Chinese,airline,user,premature_termination,benign,10,538,150
L2 Tool,Chinese,airline,user,inconsistent_behavior,critical,14,538,150
L2 Tool,Chinese,airline,user,inconsistent_behavior,benign,37,538,150
L2 Tool,Chinese,airline,user,hallucination,critical,32,538,150
L2 Tool,Chinese,airline,user,hallucination,benign,28,538,150
L2 Tool,Chinese,airline,user,wrong_sequence,critical,0,538,150
L2 Tool,Chinese,airline,user,wrong_sequence,benign,1,538,150
L2 Tool,Chinese,airline,user,tool_call_argument_error,critical,0,538,150
L2 Tool,Chinese,airline,user,tool_call_argument_error,benign,0,538,150
L2 Tool,Chinese,airline,user,irrelevant_tool_call,critical,0,538,150
L2 Tool,Chinese,airline,user,irrelevant_tool_call,benign,0,538,150
L2 Tool,Chinese,airline,user,tool_call_schema_error,critical,0,538,150
L2 Tool,Chinese,airline,user,tool_call_schema_error,benign,0,538,150
L2 Tool,Chinese,airline,user,revealed_info_early,critical,1,538,150
L2 Tool,Chinese,airline,user,revealed_info_early,benign,1,538,150
L2 Tool,Chinese,airline,user,other,critical,1,538,150
L2 Tool,Chinese,airline,user,other,benign,0,538,150
L2 Tool,Chinese,airline,user,interruption_error,critical,0,538,150
L2 Tool,Chinese,airline,user,interruption_error,benign,0,538,150
L2 Tool,Indonesian,retail,agent,outcome,critical,94,1735,342
L2 Tool,Indonesian,retail,agent,outcome,benign,86,1735,342
L2 Tool,Indonesian,retail,agent,outcome,correct,162,1735,342
L2 Tool,Indonesian,retail,agent,guideline_violation,critical,69,1735,342
L2 Tool,Indonesian,retail,agent,guideline_violation,benign,69,1735,342
L2 Tool,Indonesian,retail,agent,missed_required_action,critical,74,1735,342
L2 Tool,Indonesian,retail,agent,missed_required_action,benign,64,1735,342
L2 Tool,Indonesian,retail,agent,incorrect_interpretation,critical,28,1735,342
L2 Tool,Indonesian,retail,agent,incorrect_interpretation,benign,39,1735,342
L2 Tool,Indonesian,retail,agent,premature_termination,critical,8,1735,342
L2 Tool,Indonesian,retail,agent,premature_termination,benign,3,1735,342
L2 Tool,Indonesian,retail,agent,inconsistent_behavior,critical,7,1735,342
L2 Tool,Indonesian,retail,agent,inconsistent_behavior,benign,17,1735,342
L2 Tool,Indonesian,retail,agent,hallucination,critical,3,1735,342
L2 Tool,Indonesian,retail,agent,hallucination,benign,11,1735,342
L2 Tool,Indonesian,retail,agent,wrong_sequence,critical,18,1735,342
L2 Tool,Indonesian,retail,agent,wrong_sequence,benign,18,1735,342
L2 Tool,Indonesian,retail,agent,tool_call_argument_error,critical,8,1735,342
L2 Tool,Indonesian,retail,agent,tool_call_argument_error,benign,9,1735,342
L2 Tool,Indonesian,retail,agent,irrelevant_tool_call,critical,0,1735,342
L2 Tool,Indonesian,retail,agent,irrelevant_tool_call,benign,0,1735,342
L2 Tool,Indonesian,retail,agent,tool_call_schema_error,critical,1,1735,342
L2 Tool,Indonesian,retail,agent,tool_call_schema_error,benign,8,1735,342
L2 Tool,Indonesian,retail,agent,revealed_info_early,critical,1,1735,342
L2 Tool,Indonesian,retail,agent,revealed_info_early,benign,5,1735,342
L2 Tool,Indonesian,retail,agent,other,critical,0,1735,342
L2 Tool,Indonesian,retail,agent,other,benign,4,1735,342
L2 Tool,Indonesian,retail,agent,interruption_error,critical,0,1735,342
L2 Tool,Indonesian,retail,agent,interruption_error,benign,0,1735,342
L2 Tool,Indonesian,retail,user,outcome,critical,92,1412,342
L2 Tool,Indonesian,retail,user,outcome,benign,130,1412,342
L2 Tool,Indonesian,retail,user,outcome,correct,120,1412,342
L2 Tool,Indonesian,retail,user,guideline_violation,critical,41,1412,342
L2 Tool,Indonesian,retail,user,guideline_violation,benign,43,1412,342
L2 Tool,Indonesian,retail,user,missed_required_action,critical,0,1412,342
L2 Tool,Indonesian,retail,user,missed_required_action,benign,4,1412,342
L2 Tool,Indonesian,retail,user,incorrect_interpretation,critical,4,1412,342
L2 Tool,Indonesian,retail,user,incorrect_interpretation,benign,8,1412,342
L2 Tool,Indonesian,retail,user,premature_termination,critical,15,1412,342
L2 Tool,Indonesian,retail,user,premature_termination,benign,14,1412,342
L2 Tool,Indonesian,retail,user,inconsistent_behavior,critical,27,1412,342
L2 Tool,Indonesian,retail,user,inconsistent_behavior,benign,86,1412,342
L2 Tool,Indonesian,retail,user,hallucination,critical,61,1412,342
L2 Tool,Indonesian,retail,user,hallucination,benign,132,1412,342
L2 Tool,Indonesian,retail,user,wrong_sequence,critical,0,1412,342
L2 Tool,Indonesian,retail,user,wrong_sequence,benign,0,1412,342
L2 Tool,Indonesian,retail,user,tool_call_argument_error,critical,0,1412,342
L2 Tool,Indonesian,retail,user,tool_call_argument_error,benign,0,1412,342
L2 Tool,Indonesian,retail,user,irrelevant_tool_call,critical,0,1412,342
L2 Tool,Indonesian,retail,user,irrelevant_tool_call,benign,0,1412,342
L2 Tool,Indonesian,retail,user,tool_call_schema_error,critical,0,1412,342
L2 Tool,Indonesian,retail,user,tool_call_schema_error,benign,0,1412,342
L2 Tool,Indonesian,retail,user,revealed_info_early,critical,3,1412,342
L2 Tool,Indonesian,retail,user,revealed_info_early,benign,0,1412,342
L2 Tool,Indonesian,retail,user,other,critical,0,1412,342
L2 Tool,Indonesian,retail,user,other,benign,2,1412,342
L2 Tool,Indonesian,retail,user,interruption_error,critical,0,1412,342
L2 Tool,Indonesian,retail,user,interruption_error,benign,0,1412,342
L2 Tool,Thai,retail,agent,outcome,critical,102,1740,342
L2 Tool,Thai,retail,agent,outcome,benign,79,1740,342
L2 Tool,Thai,retail,agent,outcome,correct,161,1740,342
L2 Tool,Thai,retail,agent,guideline_violation,critical,70,1740,342
L2 Tool,Thai,retail,agent,guideline_violation,benign,66,1740,342
L2 Tool,Thai,retail,agent,missed_required_action,critical,79,1740,342
L2 Tool,Thai,retail,agent,missed_required_action,benign,66,1740,342
L2 Tool,Thai,retail,agent,incorrect_interpretation,critical,40,1740,342
L2 Tool,Thai,retail,agent,incorrect_interpretation,benign,47,1740,342
L2 Tool,Thai,retail,agent,premature_termination,critical,7,1740,342
L2 Tool,Thai,retail,agent,premature_termination,benign,3,1740,342
L2 Tool,Thai,retail,agent,inconsistent_behavior,critical,6,1740,342
L2 Tool,Thai,retail,agent,inconsistent_behavior,benign,14,1740,342
L2 Tool,Thai,retail,agent,hallucination,critical,6,1740,342
L2 Tool,Thai,retail,agent,hallucination,benign,13,1740,342
L2 Tool,Thai,retail,agent,wrong_sequence,critical,12,1740,342
L2 Tool,Thai,retail,agent,wrong_sequence,benign,21,1740,342
L2 Tool,Thai,retail,agent,tool_call_argument_error,critical,5,1740,342
L2 Tool,Thai,retail,agent,tool_call_argument_error,benign,7,1740,342
L2 Tool,Thai,retail,agent,irrelevant_tool_call,critical,1,1740,342
L2 Tool,Thai,retail,agent,irrelevant_tool_call,benign,5,1740,342
L2 Tool,Thai,retail,agent,tool_call_schema_error,critical,2,1740,342
L2 Tool,Thai,retail,agent,tool_call_schema_error,benign,6,1740,342
L2 Tool,Thai,retail,agent,revealed_info_early,critical,1,1740,342
L2 Tool,Thai,retail,agent,revealed_info_early,benign,2,1740,342
L2 Tool,Thai,retail,agent,other,critical,0,1740,342
L2 Tool,Thai,retail,agent,other,benign,3,1740,342
L2 Tool,Thai,retail,agent,interruption_error,critical,0,1740,342
L2 Tool,Thai,retail,agent,interruption_error,benign,0,1740,342
L2 Tool,Thai,retail,user,outcome,critical,70,1430,342
L2 Tool,Thai,retail,user,outcome,benign,123,1430,342
L2 Tool,Thai,retail,user,outcome,correct,149,1430,342
L2 Tool,Thai,retail,user,guideline_violation,critical,22,1430,342
L2 Tool,Thai,retail,user,guideline_violation,benign,34,1430,342
L2 Tool,Thai,retail,user,missed_required_action,critical,5,1430,342
L2 Tool,Thai,retail,user,missed_required_action,benign,4,1430,342
L2 Tool,Thai,retail,user,incorrect_interpretation,critical,5,1430,342
L2 Tool,Thai,retail,user,incorrect_interpretation,benign,16,1430,342
L2 Tool,Thai,retail,user,premature_termination,critical,7,1430,342
L2 Tool,Thai,retail,user,premature_termination,benign,15,1430,342
L2 Tool,Thai,retail,user,inconsistent_behavior,critical,28,1430,342
L2 Tool,Thai,retail,user,inconsistent_behavior,benign,86,1430,342
L2 Tool,Thai,retail,user,hallucination,critical,55,1430,342
L2 Tool,Thai,retail,user,hallucination,benign,90,1430,342
L2 Tool,Thai,retail,user,wrong_sequence,critical,0,1430,342
L2 Tool,Thai,retail,user,wrong_sequence,benign,0,1430,342
L2 Tool,Thai,retail,user,tool_call_argument_error,critical,0,1430,342
L2 Tool,Thai,retail,user,tool_call_argument_error,benign,0,1430,342
L2 Tool,Thai,retail,user,irrelevant_tool_call,critical,0,1430,342
L2 Tool,Thai,retail,user,irrelevant_tool_call,benign,0,1430,342
L2 Tool,Thai,retail,user,tool_call_schema_error,critical,0,1430,342
L2 Tool,Thai,retail,user,tool_call_schema_error,benign,0,1430,342
L2 Tool,Thai,retail,user,revealed_info_early,critical,1,1430,342
L2 Tool,Thai,retail,user,revealed_info_early,benign,0,1430,342
L2 Tool,Thai,retail,user,other,critical,0,1430,342
L2 Tool,Thai,retail,user,other,benign,4,1430,342
L2 Tool,Thai,retail,user,interruption_error,critical,0,1430,342
L2 Tool,Thai,retail,user,interruption_error,benign,0,1430,342
L2 Tool,Filipino,retail,agent,outcome,critical,88,1730,342
L2 Tool,Filipino,retail,agent,outcome,benign,79,1730,342
L2 Tool,Filipino,retail,agent,outcome,correct,175,1730,342
L2 Tool,Filipino,retail,agent,guideline_violation,critical,78,1730,342
L2 Tool,Filipino,retail,agent,guideline_violation,benign,56,1730,342
L2 Tool,Filipino,retail,agent,missed_required_action,critical,69,1730,342
L2 Tool,Filipino,retail,agent,missed_required_action,benign,69,1730,342
L2 Tool,Filipino,retail,agent,incorrect_interpretation,critical,36,1730,342
L2 Tool,Filipino,retail,agent,incorrect_interpretation,benign,34,1730,342
L2 Tool,Filipino,retail,agent,premature_termination,critical,6,1730,342
L2 Tool,Filipino,retail,agent,premature_termination,benign,1,1730,342
L2 Tool,Filipino,retail,agent,inconsistent_behavior,critical,5,1730,342
L2 Tool,Filipino,retail,agent,inconsistent_behavior,benign,21,1730,342
L2 Tool,Filipino,retail,agent,hallucination,critical,15,1730,342
L2 Tool,Filipino,retail,agent,hallucination,benign,10,1730,342
L2 Tool,Filipino,retail,agent,wrong_sequence,critical,11,1730,342
L2 Tool,Filipino,retail,agent,wrong_sequence,benign,9,1730,342
L2 Tool,Filipino,retail,agent,tool_call_argument_error,critical,8,1730,342
L2 Tool,Filipino,retail,agent,tool_call_argument_error,benign,6,1730,342
L2 Tool,Filipino,retail,agent,irrelevant_tool_call,critical,2,1730,342
L2 Tool,Filipino,retail,agent,irrelevant_tool_call,benign,2,1730,342
L2 Tool,Filipino,retail,agent,tool_call_schema_error,critical,4,1730,342
L2 Tool,Filipino,retail,agent,tool_call_schema_error,benign,5,1730,342
L2 Tool,Filipino,retail,agent,revealed_info_early,critical,0,1730,342
L2 Tool,Filipino,retail,agent,revealed_info_early,benign,0,1730,342
L2 Tool,Filipino,retail,agent,other,critical,1,1730,342
L2 Tool,Filipino,retail,agent,other,benign,2,1730,342
L2 Tool,Filipino,retail,agent,interruption_error,critical,0,1730,342
L2 Tool,Filipino,retail,agent,interruption_error,benign,0,1730,342
L2 Tool,Filipino,retail,user,outcome,critical,79,1464,342
L2 Tool,Filipino,retail,user,outcome,benign,129,1464,342
L2 Tool,Filipino,retail,user,outcome,correct,134,1464,342
L2 Tool,Filipino,retail,user,guideline_violation,critical,24,1464,342
L2 Tool,Filipino,retail,user,guideline_violation,benign,47,1464,342
L2 Tool,Filipino,retail,user,missed_required_action,critical,2,1464,342
L2 Tool,Filipino,retail,user,missed_required_action,benign,3,1464,342
L2 Tool,Filipino,retail,user,incorrect_interpretation,critical,7,1464,342
L2 Tool,Filipino,retail,user,incorrect_interpretation,benign,15,1464,342
L2 Tool,Filipino,retail,user,premature_termination,critical,14,1464,342
L2 Tool,Filipino,retail,user,premature_termination,benign,17,1464,342
L2 Tool,Filipino,retail,user,inconsistent_behavior,critical,37,1464,342
L2 Tool,Filipino,retail,user,inconsistent_behavior,benign,92,1464,342
L2 Tool,Filipino,retail,user,hallucination,critical,54,1464,342
L2 Tool,Filipino,retail,user,hallucination,benign,123,1464,342
L2 Tool,Filipino,retail,user,wrong_sequence,critical,0,1464,342
L2 Tool,Filipino,retail,user,wrong_sequence,benign,0,1464,342
L2 Tool,Filipino,retail,user,tool_call_argument_error,critical,0,1464,342
L2 Tool,Filipino,retail,user,tool_call_argument_error,benign,0,1464,342
L2 Tool,Filipino,retail,user,irrelevant_tool_call,critical,0,1464,342
L2 Tool,Filipino,retail,user,irrelevant_tool_call,benign,0,1464,342
L2 Tool,Filipino,retail,user,tool_call_schema_error,critical,0,1464,342
L2 Tool,Filipino,retail,user,tool_call_schema_error,benign,0,1464,342
L2 Tool,Filipino,retail,user,revealed_info_early,critical,0,1464,342
L2 Tool,Filipino,retail,user,revealed_info_early,benign,1,1464,342
L2 Tool,Filipino,retail,user,other,critical,1,1464,342
L2 Tool,Filipino,retail,user,other,benign,3,1464,342
L2 Tool,Filipino,retail,user,interruption_error,critical,0,1464,342
L2 Tool,Filipino,retail,user,interruption_error,benign,0,1464,342
L2 Tool,Vietnamese,retail,agent,outcome,critical,97,1743,342
L2 Tool,Vietnamese,retail,agent,outcome,benign,75,1743,342
L2 Tool,Vietnamese,retail,agent,outcome,correct,170,1743,342
L2 Tool,Vietnamese,retail,agent,guideline_violation,critical,68,1743,342
L2 Tool,Vietnamese,retail,agent,guideline_violation,benign,52,1743,342
L2 Tool,Vietnamese,retail,agent,missed_required_action,critical,62,1743,342
L2 Tool,Vietnamese,retail,agent,missed_required_action,benign,59,1743,342
L2 Tool,Vietnamese,retail,agent,incorrect_interpretation,critical,31,1743,342
L2 Tool,Vietnamese,retail,agent,incorrect_interpretation,benign,53,1743,342
L2 Tool,Vietnamese,retail,agent,premature_termination,critical,6,1743,342
